PCGS,TAS,PCG14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,H14REL,H14M1,H14M2,H14M4,H14M5,H14M6,H14M7,H14M8,H14M9,H14M10,H14M11,H14M12,H14M13,H14M14,H14M15,H14M16,H14M17,H14M18,H14M19,H14M20,H14M21,H14M22,H14M23,H14M24,H14M25,H14Q3,H14S9,H14S10,H14S19,H14S20,H14S21,H14S22,H14S28,H14CDSHID,H14PSIDFLG,H14INST,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
,3,,,,,,1,1,1,2,1837,35,0,0,0,0,0,0,0,0,0,14,1,1,1,0,1,0,0,2,0,0,1837,172,1963,2,2,121,1,1837,6,1960,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,501,4,30,,,5196,4,30,,,509,3,30,,,4163,3,30,,,792,3,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6788,3,30,2,5,6943,1,10,2,5
1,5,1.1,,,1,1,1,1,1,2,1839,34,0,1,1,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,1839,31,1972,9,98,124,2,1839,175,1966,7,2,2019,2,11,2011,12,2017,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,6487,3,30,,,6132,3,30,,,2022,2,30,3,6,5891,2,22,2,5,2527,2,22,2,6,2,7,4,1,1,1,2,1,4,1,1,1,5,4,2,2,2,3,4,1,1,1,4,4,4,3,5,1,0,0,5,5,5,1078,1,2,5055,2,22,2,6,1634,2,22,2,5
,4,,,,,1,1,1,1,2,1839,35,0,1,1,0,0,0,0,0,0,11,2,2,1,1,1,0,0,2,2015,2015,1839,31,1972,9,98,66,2,1839,175,1966,7,3,2019,1,9,2010,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6487,4,30,,,6132,4,30,,,2022,3,30,,,4818,2,30,2,4,4858,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5803,51,10,2,6,1776,6,30,2,6
,4,,,,1,1,1,,1,2,1839,36,0,1,1,0,0,0,0,0,0,11,2,1,1,0,1,1,1,2,2015,1993,1839,174,1971,3,1,130,2,1839,30,1969,3,1,2019,1,11,2007,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4184,3,30,,,4070,3,30,,,6769,1,10,3,5,8040,1,10,2,3,4201,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,2449,1,10,2,6
,1,,,,,,,,1,2,1839,37,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,2,0,0,1839,174,1971,3,2,131,1,1839,30,1969,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4184,4,30,,,4070,4,30,,,2779,3,30,,,7959,3,30,,,5244,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9012,1,10,,,1552,1,10,2,4
,1,,,,,,,1,,2,1839,38,0,0,0,0,0,0,0,0,0,11,2,2,1,0,1,0,0,2,0,0,1839,174,1971,3,3,136,1,1839,30,1969,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,1,2019,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4184,5,30,,,4070,5,30,,,2779,4,30,,,7959,4,30,,,5244,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6622,3,30,2,5,2016,3,30,,
1,,1.1,,,,,,,,2,1839,174,0,1,1,0,0,0,0,0,0,11,2,2,1,0,1,1,0,5,1993,1993,0,0,9999,99,99,999,9,0,0,9999,99,99,2015,3,10,1990,9,1996,4,1994,99,9999,99,9999,2019,1,9,1993,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4184,2,20,,,4070,2,20,,,2779,2,20,,,7959,2,20,,,5244,2,20,,,2,7,4,4,3,2,4,2,5,1,5,5,5,3,1,2,2,3,4,2,2,2,4,4,4,3,3,1,0,0,1,5,5,1077,1,5,6622,2,20,,,2016,2,20,,
1,,1.1,,,,,,,,2,1839,175,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,1,1,5,2011,2009,1839,182,9999,99,99,999,9,0,0,9999,99,99,2019,7,10,1989,12,2004,10,2003,8,2002,10,2000,2019,1,2,1996,4,10,2009,10,2008,99,9999,9,99,9999,99,9999,4,0,0,1968,0,6487,1,10,,,6132,1,10,,,2022,71,10,,,0,0,0,,,4858,6,50,,,2,7,3,1,1,1,1,1,1,1,5,1,1,4,1,2,2,2,3,2,3,2,3,3,3,0,4,1,0,3,5,5,5,1076,1,5,5803,1,10,,,1776,1,10,,
1,,1.1,,,,,,,,2,1841,31,0,5,0,0,0,0,0,0,0,32,1,2,1,0,1,0,0,2,0,0,1841,171,1953,5,1,995,1,1841,4,1952,5,1,2019,2,9,2008,3,2012,99,9999,99,9999,99,9999,2019,1,3,2007,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,3532,3,30,,,2996,3,30,,,4284,2,20,,,5836,2,20,,,1030,2,20,,,2,7,5,5,1,1,2,4,1,1,5,1,1,4,3,1,1,4,4,2,2,2,4,4,4,1,4,1,30,10,5,5,5,1081,1,2,2567,2,20,,,7937,2,20,,
1,,1.1,,,,,,,,2,1841,32,0,5,0,0,0,0,0,0,0,32,1,2,1,1,1,0,0,2,1999,1997,1841,5,1949,3,2,995,1,1841,170,1947,3,2,2019,4,11,2003,8,2010,12,2006,4,2005,99,9999,2019,1,10,2002,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2255,2,20,,,1740,2,20,,,6941,2,20,,,7245,2,20,,,5758,2,20,,,2,7,4,5,1,2,4,4,2,2,5,1,5,3,2,2,2,3,4,2,2,3,4,3,3,2,3,1,1,1,4,4,5,1080,1,2,5329,2,20,,,6804,2,20,,
,4,,1,1,1,1,,,,2,1841,35,0,5,0,0,0,0,0,0,0,32,1,1,1,0,1,0,0,2,0,0,1841,171,1953,5,3,125,1,1841,4,1952,5,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3532,5,30,5,6,2996,4,30,4,6,2681,3,30,3,5,5642,3,30,2,4,7054,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,1,10,,,7741,1,10,,
,5,,,,1,1,1,1,1,2,1841,36,0,5,0,0,0,0,0,0,0,32,1,1,1,0,1,0,0,2,0,0,1841,171,1953,5,4,125,1,1841,4,1952,5,4,2019,1,7,2018,99,9999,99,9999,99,9999,99,9999,2019,1,4,2017,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3532,6,30,,,2996,5,30,,,2681,4,30,3,6,5642,4,30,2,6,7054,4,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,3,30,2,6,7741,2,40,2,5
,3,,,,,1,1,1,,2,1841,37,0,5,0,0,0,0,0,0,0,32,1,1,1,1,1,0,1,2,2019,2011,1841,3,1955,2,1,115,1,1841,172,1955,2,1,2009,0,99,9999,99,9999,99,9999,99,9999,99,9999,2009,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5056,3,30,,,779,3,30,,,4926,3,30,,,7140,51,30,2,6,7679,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8329,51,30,2,6,0,0,0,,
,1,,,,,,,,1,2,1841,38,0,0,0,0,0,0,0,0,0,32,1,1,1,0,1,0,0,2,0,0,1841,171,1953,5,5,116,1,1841,4,1952,5,5,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3532,7,30,,,2996,6,30,,,2681,5,30,,,5642,5,30,,,7054,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,4,30,,,6999,3,30,2,5
,2,,,,,,1,1,,2,1841,39,0,0,0,0,0,0,0,0,0,32,1,2,1,1,1,0,1,2,2019,2011,1841,3,1955,2,2,114,1,1841,172,1955,2,2,2009,0,99,9999,99,9999,99,9999,99,9999,99,9999,2009,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5056,4,30,,,779,4,30,,,4926,4,30,,,7140,52,30,,,7679,52,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8329,52,30,2,6,0,0,0,,
,5,,1,1,1,1,1,,,2,1845,30,0,5,0,0,0,0,0,0,0,32,1,1,1,0,1,0,1,2,1999,1999,1845,3,1960,2,1,138,1,1845,170,1961,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,10,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4919,3,30,5,4,5729,3,30,4,5,6633,3,30,3,5,6552,3,30,2,5,5858,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8429,1,10,,,1293,1,10,,
,6,,,1,1,1,1,1,1,2,1845,31,0,5,0,0,0,0,0,0,0,32,1,2,1,0,1,0,1,2,1999,1999,1845,3,1960,2,2,127,1,1845,170,1961,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4919,4,30,,,5729,4,30,4,6,6633,4,30,3,5,6552,4,30,2,5,3102,3,30,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,3,30,2,5,2112,1,10,2,4
1,,1.1,,,,,,,,2,1850,32,0,5,0,0,0,0,0,0,0,15,2,2,1,1,1,0,0,2,2005,2005,1850,172,1961,3,1,995,1,1850,4,1955,3,1,2019,3,5,2010,7,2015,2,2013,99,9999,99,9999,2019,1,6,2008,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,1757,51,30,,,4671,1,10,,,1492,2,20,,,5073,2,20,,,4247,2,20,,,2,6,5,5,1,1,4,2,1,1,5,5,1,4,2,2,1,4,4,1,2,3,4,4,4,2,2,1,0,1,5,5,5,1083,1,2,4770,2,20,,,2023,2,20,,
,4,,1,1,1,1,,,,2,1850,33,0,5,0,0,0,0,0,0,0,15,2,1,1,1,1,0,0,2,2007,2005,1850,172,1961,3,2,140,1,1850,4,1955,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1757,52,30,5,4,2587,52,30,4,5,6231,1,10,3,5,5057,1,10,2,5,3131,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598,1,10,,,1680,1,10,,
,5,,,1,1,1,1,1,,2,1850,34,0,5,0,0,0,0,0,0,0,15,2,2,1,1,1,0,0,2,2009,2007,1850,172,1961,3,3,139,1,1850,4,1955,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1757,3,30,,,2587,51,30,4,5,3069,51,30,3,5,4916,3,30,2,5,3422,3,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,3,30,2,4,1639,1,10,,
,4,,1,1,1,1,,,,2,1859,31,0,5,0,0,0,0,0,0,0,15,1,1,1,1,1,0,0,2,2007,2007,1859,171,1952,2,1,995,1,1859,4,1955,2,1,2019,2,9,2013,5,2016,99,9999,99,9999,99,9999,2019,1,9,2008,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,4557,3,30,5,5,2403,51,30,4,6,7099,1,10,3,6,4128,1,10,2,5,2517,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,1,10,,,2498,1,10,,
,5,,1,1,1,1,1,,,2,1859,33,0,5,0,0,0,0,0,0,0,15,1,2,1,1,1,0,0,2,2007,2007,1859,171,1952,2,2,128,1,1859,4,1955,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,8,2018,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4557,4,30,5,5,2403,52,30,4,5,6990,1,10,3,5,3442,1,10,2,4,5222,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229,1,10,,,2297,2,22,,
1,,1.1,,,,,,,,2,1862,31,0,1,1,0,0,0,0,0,0,20,2,1,1,0,1,0,1,2,2001,2001,1862,170,1950,2,2,995,1,1862,2,1950,2,2,2019,2,6,1992,12,2009,99,9999,99,9999,99,9999,2019,1,9,1996,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4999,1,10,,,4344,1,10,,,4390,1,10,,,7025,1,10,,,8584,1,10,,,2,7,5,1,1,5,1,1,1,5,5,5,5,4,3,2,2,3,3,2,2,2,3,3,4,4,4,1,3,3,5,5,5,1084,1,1,4532,1,10,,,5040,1,10,,
,5,,,,1,1,1,1,1,2,1862,32,0,1,1,0,0,0,0,0,0,20,2,1,1,0,1,0,0,2,0,0,1862,30,1970,2,1,998,1,1862,171,1971,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3595,3,30,,,4693,3,30,,,7026,3,30,3,6,3298,3,30,2,6,8608,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,3,30,2,6,9533,3,30,2,6
,3,,,,,,1,1,1,2,1862,33,0,0,0,0,0,0,0,0,0,20,2,2,1,0,1,0,0,2,0,0,1862,30,1970,2,2,106,1,1862,171,1971,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3595,4,30,,,4693,4,30,,,7026,4,30,,,3298,4,30,,,8608,4,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,4,30,2,4,9533,4,30,2,5
,4,,,,,1,1,1,1,2,1862,173,0,0,0,0,0,0,0,0,0,20,2,1,1,0,1,0,1,3,2001,2001,1862,172,1974,2,1,998,2,1862,31,1973,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4999,3,30,,,4344,3,30,,,4390,3,30,,,7025,3,30,2,6,8584,3,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532,3,30,2,6,7306,1,10,2,4
,1,,1,,,,,,,2,1866,32,0,5,0,0,0,0,0,0,0,19,1,1,1,1,1,0,1,2,2019,2005,1866,171,1954,2,2,995,1,1866,4,1955,3,2,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3174,51,30,5,3,1629,51,30,,,0,0,0,,,7786,1,10,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,
,3,,1,1,1,,,,,2,1866,33,0,5,0,0,0,0,0,0,0,19,1,2,1,1,1,0,0,2,2009,2007,1866,170,1950,2,2,115,1,1866,3,1951,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,4,2019,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,6627,3,30,5,6,771,51,30,4,5,7857,51,30,3,5,7386,2,40,,,8792,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7555,2,22,,,3280,2,22,,
,1,,1,,,,,,,2,1867,33,0,5,0,0,0,0,0,0,0,19,1,2,1,1,1,0,0,2,2009,2007,1867,3,1948,2,1,117,1,1867,170,1945,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2642,3,30,5,4,2037,51,30,,,2290,51,30,,,5941,1,10,,,8150,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5866,1,10,,,3190,1,10,,
,5,,,,1,1,1,1,1,2,1867,34,0,5,0,0,0,0,0,0,0,19,1,1,1,1,1,0,0,2,2011,2011,1867,3,1948,2,2,149,1,1867,170,1945,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2642,4,30,,,2037,3,30,,,2290,3,30,3,5,931,51,30,2,5,7119,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6645,1,10,2,5,3275,1,10,2,4
1,,1.1,,,,,,,,2,1878,30,0,5,0,0,0,0,0,0,0,26,2,2,1,1,1,0,1,2,2019,1990,1878,2,1949,3,1,995,1,1878,1,1945,4,1,2013,1,5,2009,99,9999,99,9999,99,9999,99,9999,2017,1,5,1999,4,9,2002,5,2001,99,9999,9,99,9999,99,9999,4,0,0,1968,0,5234,1,10,,,3905,1,10,,,3939,1,10,,,605,1,10,,,4430,1,10,,,2,7,3,5,2,2,4,3,4,2,1,1,1,4,8,2,2,4,4,1,1,3,3,3,3,0,2,1,0,1,5,5,5,1085,1,1,7248,1,10,,,8386,2,22,,
,1,,,,,1,,,,2,1878,33,0,5,0,0,0,0,0,0,0,26,2,1,1,0,1,1,1,2,2019,2015,1878,172,1952,2,1,998,1,1878,1,1945,4,3,2013,0,99,9999,99,9999,99,9999,99,9999,99,9999,2013,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6405,3,30,,,4748,3,30,,,3673,3,30,,,908,3,30,2,4,7199,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438,71,30,,,0,0,0,,
,2,,,,,,,1,1,2,1878,34,0,0,0,0,0,0,0,0,0,26,2,1,1,0,1,0,0,2,0,0,1878,172,1952,2,2,108,1,1878,1,1945,4,4,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6405,4,30,,,4748,4,30,,,3673,4,30,,,908,4,30,,,7199,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438,3,30,2,4,6735,1,10,2,4
1,,1.1,,,,,,,,2,1878,175,0,0,0,0,0,0,0,0,0,26,2,2,1,0,1,0,0,0,0,0,1878,910,9999,99,99,999,9,1878,911,9999,99,99,2019,2,3,2005,8,2009,99,9999,99,9999,99,9999,2019,1,9,2004,4,6,2015,8,2013,99,9999,9,99,9999,99,9999,4,0,0,1968,0,5918,2,20,,,1779,2,20,,,877,2,20,,,389,2,20,,,5511,2,20,,,2,6,4,4,3,3,4,4,3,3,1,5,5,3,3,3,2,3,3,2,2,3,4,3,3,3,2,1,0,0,5,5,5,1086,1,2,5022,1,10,,,6703,1,10,,
,6,,,1,1,1,1,1,1,2,1879,32,0,5,0,0,0,0,0,0,0,26,2,1,1,0,1,0,0,2,0,0,1879,170,1965,2,1,114,1,1879,30,1969,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6561,3,60,,,4548,3,60,4,5,4952,3,60,3,5,5420,3,60,2,6,6638,3,60,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251,1,10,2,4,5174,1,10,2,5
,5,,,,1,1,1,1,1,2,1879,33,0,5,0,0,0,0,0,0,0,26,2,1,1,0,1,0,0,2,0,0,1879,170,1965,2,2,119,1,1879,30,1969,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6561,4,60,,,4548,4,60,,,4952,4,60,3,6,5420,4,60,2,6,7322,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5680,1,10,2,5,5593,1,10,2,5
1,,1.1,,,,,,,,2,1880,34,0,5,0,0,0,0,0,0,0,7,2,2,1,0,1,0,0,2,0,0,1880,3,1951,2,2,995,1,1880,172,1950,4,98,2019,1,10,2008,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4360,1,10,,,1334,1,10,,,1814,1,10,,,4803,2,22,,,3513,1,10,,,2,7,3,5,3,2,3,4,5,2,5,1,1,4,1,1,1,4,4,1,1,4,4,4,4,0,4,1,0,0,5,5,5,1088,1,1,4165,1,10,,,4313,1,10,,
1,,1.1,,,,,,,,2,1887,34,0,5,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,1887,170,1952,2,2,995,1,1887,3,1951,2,2,2019,5,6,1998,5,2014,2,2009,7,2006,8,1999,2019,1,9,2004,4,21,2015,6,2013,99,9999,9,99,9999,99,9999,4,0,2015,1968,0,298,2,20,,,7371,2,20,,,6737,2,20,,,7178,2,20,,,8118,1,10,,,2,7,4,4,3,3,4,3,4,2,1,1,1,4,2,2,2,4,4,2,1,3,4,3,4,0,3,1,5,0,5,5,5,1091,1,1,9013,1,10,,,9085,1,10,,
1,,1.1,,,,,,,,2,1887,35,0,5,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,1887,5,1958,3,2,995,1,1887,172,1957,3,2,2019,3,9,2011,7,2018,3,2015,99,9999,99,9999,2019,1,1,2010,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3260,4,33,,,5266,4,33,,,2076,4,33,,,7969,2,20,,,2578,2,20,,,2,7,3,3,1,1,3,2,1,1,5,5,1,3,2,1,2,3,3,2,2,3,3,3,3,1,4,1,2,0,5,5,5,1095,1,2,3829,2,20,,,4431,2,20,,
1,4,1.1,1,1,1,1,,,,2,1887,37,0,5,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,1887,5,1958,3,3,995,1,1887,172,1957,3,3,2019,2,2,2007,7,2011,99,9999,99,9999,99,9999,2019,1,3,2006,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,3260,5,33,5,6,6043,2,20,4,6,3460,2,20,3,6,5181,2,20,2,6,1214,2,20,,,2,7,2,4,2,5,3,5,5,3,5,5,5,4,2,2,2,4,4,1,2,2,4,4,4,1,5,1,20,3,4,5,5,1094,1,2,6383,2,20,,,7750,2,20,,
,1,,,,,,,,1,2,1887,39,0,0,0,0,0,0,0,0,0,15,2,1,1,0,1,1,0,2,2019,2019,1887,34,1979,5,2,134,2,1887,184,1979,4,2,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,298,4,30,,,7371,4,30,,,6737,4,30,,,7178,4,30,,,8118,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9013,2,30,,,9085,2,30,2,6
1,,1.1,,,,,,,,2,1887,178,0,0,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,0,0,0,1887,931,9999,99,99,999,9,1887,929,9999,99,99,2017,2,10,2005,10,2005,99,9999,99,9999,99,9999,2019,1,10,1999,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,493,2,20,,,3750,2,20,,,7182,2,20,,,5380,2,20,,,3188,2,20,,,2,6,2,4,2,1,2,3,2,1,5,1,1,3,2,1,1,4,4,2,2,3,4,4,4,1,3,1,0,1,5,5,5,1090,1,2,7945,2,20,,,7046,2,20,,
1,,1.1,,,,,,,,2,1887,185,0,0,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,5,0,0,1887,933,9999,99,99,999,9,0,0,9999,99,99,2019,2,6,2000,1,2002,99,9999,99,9999,99,9999,2019,1,9,2003,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2676,2,20,,,7714,2,20,,,7130,2,20,,,7610,2,20,,,3132,2,20,,,2,7,5,3,2,1,4,3,2,2,1,1,1,4,3,3,3,4,4,2,3,2,4,4,2,2,4,1,0,4,5,5,5,1093,1,2,7402,2,20,,,8632,2,20,,
1,,1.1,,,,,,,,2,1892,34,0,5,0,0,0,0,0,0,0,28,1,2,1,0,1,1,1,2,1999,1994,1892,5,1955,3,2,995,1,1892,172,1953,2,1,2019,1,2,1999,99,9999,99,9999,99,9999,99,9999,2019,2,2,1999,4,2,2002,1,2000,3,2002,4,6,2008,8,2004,4,0,0,1968,0,2439,1,10,,,141,1,10,,,4326,1,10,,,4575,1,10,,,4408,1,10,,,2,7,4,5,1,3,2,4,3,1,1,1,1,4,3,1,1,4,4,2,3,2,4,4,3,0,4,1,5,2,5,5,5,1096,1,1,6436,1,10,,,7591,1,10,,
,1,,,,,,,,1,2,1892,38,0,5,0,0,0,0,0,0,0,28,1,2,1,0,1,0,1,2,2013,2003,1892,30,1968,2,2,119,1,1892,175,1967,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,9,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,7023,4,33,,,7634,3,33,,,8723,3,33,,,7569,3,33,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7651,2,20,,,5684,2,20,2,6
,1,,,,,,,,1,2,1892,180,0,0,0,0,0,0,0,0,0,28,1,2,1,0,1,0,0,3,0,0,1892,34,1981,1,1,102,1,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2439,2,30,,,141,2,30,,,4326,2,30,,,4575,2,30,,,4408,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6436,2,30,,,7591,2,30,2,5
